orgid,gender,age,cont1,cont2,cont3,neg1,neg2,neg3,neg4,neg5,neg6,neg7,neg8,neg9,neg10,neg11,jsat1,jsat2,jsat3,neur1,neur2,neur3,notrain1,notrain2,notrain3,nofeed1,nofeed2,nofeed3
2,0,23.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0
2,0,47.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,4.0,5.0,6.0,6.0,5.0
2,1,17.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,6.0,5.0
2,0,34.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0
2,1,37.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,7.0,5.0,7.0,4.0,4.0,2.0
2,1,44.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0
2,1,55.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
2,1,33.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0
2,0,34.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
2,1,40.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0
2,1,46.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,5.0,6.0,4.0,4.0,4.0
2,0,37.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,5.0
2,0,32.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,7.0,6.0,5.0,3.0,7.0,6.0,7.0,7.0,5.0
2,1,19.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,6.0,3.0,5.0,4.0,4.0,5.0
2,0,36.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0
2,0,47.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,6.0,6.0
2,0,33.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,7.0,6.0,6.0,4.0,4.0,4.0
2,1,44.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,1.0
2,1,40.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0,22.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,5.0
2,0,18.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,5.0,5.0,6.0,2.0,2.0,5.0,5.0,2.0
2,1,36.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0
2,0,21.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0
2,0,22.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
2,1,37.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0
2,1,31.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2,1,37.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,2.0,4.0,4.0,4.0
2,0,18.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
2,0,35.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,7.0,1.0,4.0,4.0,3.0
2,1,50.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0
2,0,19.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0
2,1,37.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0
2,0,24.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0
2,1,24.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,6.0,6.0,6.0,4.0,4.0
2,1,55.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1,42.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0
2,1,26.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,6.0,4.0,1.0,1.0,1.0
2,0,18.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0
