orgid,gender,age,cont1,cont2,cont3,neg1,neg2,neg3,neg4,neg5,neg6,neg7,neg8,neg9,neg10,neg11,jsat1,jsat2,jsat3,Neur1,Neur2,Neur3,notrain1,notrain2,notrain3,nofeed1,nofeed2,nofeed3
Org C,male,42.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0
Org C,male,26.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,6.0,4.0,1.0,1.0,1.0
Org C,female,18.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0
Org C,female,36.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0
Org C,male,29.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,7.0,6.0,7.0,6.0,6.0,5.0
Org C,male,55.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
Org C,male,42.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0
Org C,male,53.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0
Org C,male,48.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
Org C,male,50.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
Org C,female,45.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
Org C,female,37.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,7.0,6.0,6.0
Org C,male,52.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,5.0,6.0
Org C,male,48.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0
Org C,female,32.0,1.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,7.0,7.0,7.0
Org C,female,19.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0
Org C,female,23.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0
Org C,female,34.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,6.0,5.0,3.0,7.0,7.0,6.0,3.0,3.0,3.0
Org C,female,35.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,6.0,3.7552671685382117,4.0,4.0,6.0,6.0,7.0
Org C,female,37.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0
Org C,female,24.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,7.0,5.0,7.0,4.0,4.0,4.0
Org C,male,36.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
Org C,male,36.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0
Org C,female,39.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0
Org C,female,47.0,4.0,4.0,3.9375170703043154,4.0,5.0,3.1712908573825875,2.0,2.69982685102143,2.0,1.0,3.0,2.299494569025759,2.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.5901148266542755
Org C,female,45.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0
Org C,male,28.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Org C,female,37.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0
Org C,female,37.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,3.3249619136969297,2.900671922921908,3.1649942443450527,3.408837683048209,3.4265192382160046,3.1486186907767526
Org C,female,44.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
Org C,female,54.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
Org C,female,60.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
Org C,male,44.0,2.0,1.0,1.6404945004559444,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,7.0,7.0,7.0,3.0,3.0,3.0
Org C,male,53.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0
Org C,female,37.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,6.0
Org C,male,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0
Org C,male,58.0,2.0,4.0,4.0,2.979789457046393,2.683340418231079,2.282181961168449,2.2314735507296057,1.9216622340506948,1.6297051523467732,1.4074404540977157,2.371644137335722,2.117124679259977,1.5612265381283803,2.610365438972943,4.145763221879106,4.416002469848699,4.63610380092212,1.0,2.0,2.0,1.0,2.0,4.0,3.128147491193788,3.129874649345323,2.843110511464267
Org C,male,38.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,4.0,3.0,4.0
Org C,male,44.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,4.0,5.0
Org C,male,57.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,7.0,6.0,3.0,3.0,1.0
Org C,male,44.0,4.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0
Org C,male,32.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0,5.0,7.0,7.0,5.0,7.0,5.0,5.0,6.0
Org C,female,52.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0
Org C,male,50.0,2.807077694446143,2.6763378059231724,2.5175395345386593,5.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,6.0,7.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0
Org C,male,59.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,7.0,4.0,6.0,6.0,5.0,6.0
Org C,male,54.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0
Org C,male,53.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0
Org C,male,49.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0,4.0,7.0,3.0,3.0,3.0,3.970218066757051,4.0198084159573675,3.759635049401724
Org C,male,61.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0
Org C,male,33.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Org C,male,39.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Org B,female,37.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0
Org B,female,25.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,5.0,1.0,2.0,6.0,1.0
Org B,female,37.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0
Org B,male,38.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,3.137091262075839,2.728096456137529,3.1107906291354497,3.128147491193788,3.129874649345323,2.843110511464267
Org B,male,37.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0,3.0
Org B,female,22.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Org B,female,37.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Org B,male,57.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,7.0,7.0
Org B,female,36.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0
Org B,female,37.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0
Org B,female,41.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,6.0,6.0,5.0,6.0,6.0
Org B,female,50.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0
Org B,female,33.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0
Org B,female,45.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,2.379626858224351,5.0,4.0,4.0,4.0,6.0,6.0,6.0
Org B,female,37.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.5023911360063908,5.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
Org B,female,39.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
Org B,female,22.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,6.0,2.0,3.0,3.0,3.0,3.0
Org B,female,38.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
Org B,female,44.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0
Org B,female,50.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,4.0,4.0
Org B,female,43.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0
Org B,male,25.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,7.0,1.0
Org B,female,35.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,7.0,1.0,1.0,7.0,7.0,3.3276050899738614,7.0,7.0,7.0
Org B,female,37.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0
Org B,female,45.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
Org B,female,28.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0
Org B,female,37.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.418398323275044,4.0,6.0,6.0,6.0
Org B,female,46.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0
Org B,male,21.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,7.0,7.0,4.0
Org B,,32.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
Org B,female,44.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,7.0,2.0,3.0,3.0,7.0,7.0
Org B,male,36.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,3.6629049417350994,1.0,1.0,4.0,1.0,1.0,1.0
Org B,female,43.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0
Org B,female,35.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
Org B,female,20.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0
Org B,female,27.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,5.0
Org B,female,56.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Org B,female,36.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0
Org B,male,37.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0
Org B,female,28.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Org B,female,33.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0
Org B,male,36.0,3.0,4.0,3.095724681604784,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0
Org B,male,45.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,6.0,5.0
Org B,female,37.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0
Org B,female,43.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
Org B,female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,5.0
Org B,male,28.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0
Org B,female,39.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0
Org B,male,39.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,6.0,5.0,2.0,2.0,3.0,4.0,4.0,2.0
Org B,female,27.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1.0,3.0
Org B,female,36.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0
Org B,female,48.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0
Org B,female,37.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0
Org B,female,37.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,5.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0
Org B,female,40.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,2.379626858224351,1.0,1.0,1.0,1.0,5.0,5.0,1.0
Org B,female,59.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Org B,male,58.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0
Org B,female,41.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0
Org B,female,24.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.421488640089531,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0
Org B,female,37.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0
Org B,female,21.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,7.0,5.0,4.0,6.0,6.0,6.0
Org B,female,50.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0
Org B,female,51.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
Org B,male,56.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Org B,female,32.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0
Org B,female,37.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,6.0,7.0,7.0,3.0,3.0,2.0
Org B,female,37.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0,7.0
Org B,female,31.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
